Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate
Attack Surface Analysis - Part 3 - Resurrected Code Execution,https://parsiya.net/blog/2021-09-26-attack-surface-analysis-part-3-resurrected-code-execution/,Parsia Hackerman (@cryptogangsta),-,RCE,0.0,2021-09-26,2022-09-15
Abusing title reporting and tmux integration in iTerm2 for code execution,https://vin01.github.io/piptagole/escape-sequences/iterm2/rce/2024/06/16/iterm2-rce-window-title-tmux-integration.html,Vin01,iTerm2,"RCE, Escape sequence injection",0.0,2024-06-16,2024-07-15
Sitecore Experience Platform Pre-Auth RCE - CVE-2021-42237,https://blog.assetnote.io/2021/11/02/sitecore-rce/,Shubham Shah (@infosec_au),Sitecore,"RCE, Insecure deserialization, Security code review",0.0,2021-11-01,2023-05-11
RCE in Citrix ShareFile Storage Zones Controller (CVE-2021-22941) – A Walk-Through,https://codewhitesec.blogspot.com/2021/09/citrix-sharefile-rce-cve-2021-22941.html,Markus Wulftange (@mwulftange),Citrix Systems,"RCE, Path traversal",0.0,2021-09-21,2022-09-15
Mama Always Told Me Not to Trust Strangers without Certificates,https://blog.grimm-co.com/2021/09/mama-always-told-me-not-to-trust.html,Adam (@AdamOfDc949),Netgear,"MiTM, RCE",0.0,2021-09-21,2022-09-15
"Iconv, Set The Charset To RCE: Exploiting The Glibc To Hack The PHP Engine (Part 2)",https://www.ambionics.io/blog/iconv-cve-2024-2961-p2,Charles Fol (@cfreal_),GNU C Library (glibc),"RCE, Buffer Overflow, Memory corruption",0.0,2024-06-17,2024-07-01
From phpinfo page to many P1 bugs and RCE. [Symfony],https://u-itachi.medium.com/from-phpinfo-page-to-many-p1-bugs-and-rce-symfony-bce432605662,Abdelrahman Khaled,-,"File disclosure, Information disclosure, RCE",0.0,2021-09-18,2022-09-15
RCE via Server-Side Template Injection,https://cyc10n3.medium.com/rce-via-server-side-template-injection-ad46f8e0c2ae,Gaurav Mishra (@gmishra010),-,"SSTI, RCE",0.0,2020-11-15,2022-09-15
OMIGOD: Critical Vulnerabilities in OMI Affecting Countless Azure Customers,https://www.wiz.io/blog/omigod-critical-vulnerabilities-in-omi-azure,Nir Ohfeld (@nirohfeld),Microsoft,"Local Privilege Escalation, RCE",0.0,2021-09-14,2022-09-15
"PowerShell script, Unicode quotes and ウィンドウズ - a story of uncommon command injection",https://blog.stmcyber.com/powershell-unicode-quotes-and-command-injection/,"Krzysztof Andrusiak, Marcin Ogorzelski",Zoho (ManageEngine ADSelfService Plus),"PowerShell injection, RCE",0.0,2021-09-14,2021-09-14
Anti-crawler Burp Suite RCE,https://web.archive.org/web/20211025081016/http://noahblog.360.cn/burp-suite-rce/,Wfox,PortSwigger,"RCE, Browser hacking",0.0,2021-09-06,2022-09-15
RCE By Code Injection | Perl Reverse Shell,https://4bdoz.medium.com/rce-by-code-injection-perl-reverse-shell-a2e90181b10,Abdulrahman-Kamel,-,"RCE, Code injection",0.0,2021-09-02,2022-09-15
Your Vulnerability Is In Another OEM!,https://www.synacktiv.com/publications/your-vulnerability-is-in-another-oem.html,"Lucas Georges, Julient Boutet, Thomas Chauchefoin (@swapgs)",Western Digital,"Memory corruption, RCE",0.0,2021-09-02,2022-09-15
How I found Command Injection via Obsolete PHPThumb,https://sushant-kamble.medium.com/how-i-found-command-injection-via-obsolete-phpthumb-p1-vulnerability-e4811248ce12,Sushant Kamble,-,"OS command injection, RCE",0.0,2021-10-30,2022-09-15
Multiple Concrete CMS Vulnerabilities ( Part1 – RCE ),https://fortbridge.co.uk/research/multiple-vulnerabilities-in-concrete-cms-part1-rce/,FORTBRIDGE (@FORTBRIDGE1),Concrete CMS,"RCE, Race condition",0.0,2021-11-05,2022-09-26
The Story of a RCE on a Java Web Application,https://medium.com/@LIL__NIX/the-story-of-a-rce-on-a-java-web-application-2e400cddcd1e,LIL NIX (@Lil__Nix),-,"RCE, Insecure deserialization",0.0,2022-01-28,2022-09-15
"The risk in malicious AI models: Wiz Research discovers critical vulnerability in AI-as-a-Service provider, Replicate",https://www.wiz.io/blog/wiz-research-discovers-critical-vulnerability-in-replicate,"Shir Tamari (@shirtamari), Sagi Tzadik (@sagitz_)",Replicate,"AI, Malicious AI model, RCE, Lateral movement, TCP injection",0.0,2024-05-23,2024-06-05
How I was able to take over accounts in websites deal with Github as an SSO provider,https://infosecwriteups.com/how-i-was-able-to-takeover-accounts-in-websites-deal-with-github-as-a-sso-provider-294290358e0c,Khaled Mohamed,-,"Bruteforce, Lack of rate limiting, SSO, Email verification bypass, Account takeover",0.0,2022-01-25,2022-09-15
The Tale of a Click leading to RCE,https://medium.com/manomano-tech/the-tale-of-a-click-leading-to-rce-8f68fe93545d,Roni Carta (@0xLupin),CatchPoint,"RCE, SSRF",0.0,2022-01-18,2022-10-17
Exploit Archeology - Exploiting an old unknown Server Side Browser,https://blog.ajxchapman.com/posts/2024/05/08/exploit-archeology.html,Alex Chapman (@ajxchapman),-,"RCE, Memory corruption",0.0,2024-05-08,2024-05-11
"Attacking RDP from Inside: How we abused named pipes for smart-card hijacking, unauthorized file system access to client machines and more",https://www.cyberark.com/resources/threat-research-blog/attacking-rdp-from-inside,Gabriel Sztejnworcel (@sztejnworcel),Microsoft,RCE,0.0,2022-01-11,2022-09-15
Pre-Auth RCE in Moodle Part II - Session Hijack in Moodle's Shibboleth,https://haxolot.com/posts/2022/moodle_pre_auth_shibboleth_rce_part2/,"Johannes Moritz, Robin Peraglie",Moodle,"Session hijacking, Session management issue, Account takeover, RCE",0.0,2022-01-10,2022-09-15
How did I find Log4j vulnerability via Static Code Analysis and receive €€€ bounty?,https://medium.com/@pranav-gajjar/how-did-i-find-log4j-vulnerability-via-static-code-analysis-and-received-bounty-94f4d86cea88,Pranav Gajjar (@Pranav_Gajjar_),-,"Log4shell, RCE",0.0,2022-01-10,2022-09-15
A phishing document signed by Microsoft – part 2,https://outflank.nl/blog/2022/01/07/a-phishing-document-signed-by-microsoft-part-2/,"Pieter Ceelen (@ptrpieter), Dima van de Wouw (@_DaWouw)",Microsoft,"Phishing, RCE",0.0,2022-01-07,2022-09-15
NPM might be executing malicious code in your CI without your knowledge,https://medium.com/cider-sec/npm-might-be-executing-malicious-code-in-your-ci-without-your-knowledge-e5e45bab2fed,Rotem Bar (@rotembar),GitHub,RCE,0.0,2022-01-03,2022-09-15
Hacking Apple - SQL Injection to Remote Code Execution,https://blog.projectdiscovery.io/hacking-apple-with-sql-injection/,"Harsh Jaiswal (@rootxharsh), Rahul Maini (@iamnoooob)","Apple, Mura CMS, Masa CMS","SQL injection, RCE, Security code review",0.0,2024-05-08,2024-05-11
Abusing url handling in iTerm2 and Hyper for code execution,https://vin01.github.io/piptagole/escape-sequences/iterm2/hyper/url-handlers/code-execution/2024/05/21/arbitrary-url-schemes-terminal-emulators.html,Vin01,"iTerm2, Vercel (Hyper)","RCE, Escape sequence injection",0.0,2024-05-21,2024-07-15
SSD Advisory – Rocket.Chat Client-side Remote Code Execution,https://ssd-disclosure.com/ssd-advisory-rocket-chat-client-side-remote-code-execution/,-,Rocket.Chat,"RCE, MacOS",0.0,2021-12-21,2022-09-15
Unrestricted File Upload Leads to SSRF and RCE,https://itsfading.github.io/posts/Unrestricted-File-Upload-Leads-to-SSRF-and-RCE/,Muhammad Adel (@ItsFadinG_),-,"ImageTragick, Unrestricted file upload, SSRF, RCE",0.0,2021-11-11,2022-09-15
How I earned $$$ by bypassing 2FA,https://medium.com/@mohamedtaha_42562/how-i-earned-by-bypassing-2fa-b5487942a86d,Mohamed Taha (@Mohamed12742780),-,"2FA / MFA bypass, Forced browsing",0.0,2021-12-21,2022-09-15
RCE in Visual Studio Code's Remote WSL for Fun and Negative Profit,https://parsiya.net/blog/2021-12-20-rce-in-visual-studio-codes-remote-wsl-for-fun-and-negative-profit/,Parsia Hackerman (@cryptogangsta),Microsoft,RCE,0.0,2021-12-20,2022-09-15
Wikimedia/svgtranslate 2.0.1 Remote Code Execution,https://chocapikk.com/posts/2024/svgtranslate/,Valentin Lobstein (@Chocapikk_),Wikimedia (SVGTranslate),"RCE, OS command injection, Security code review",0.0,2024-05-23,2024-07-01
A phishing document signed by Microsoft – part 1,https://outflank.nl/blog/2021/12/09/a-phishing-document-signed-by-microsoft/,"Pieter Ceelen (@ptrpieter), Dima van de Wouw",Microsoft,"Phishing, RCE",0.0,2021-12-09,2022-09-15
"Iconv, Set The Charset To RCE: Exploiting The Glibc To Hack The PHP Engine (Part 1)",https://www.ambionics.io/blog/iconv-cve-2024-2961-p1,Charles Fol (@cfreal_),GNU C Library (glibc),"RCE, Buffer Overflow, Memory corruption",0.0,2024-05-27,2024-06-05
Hacking into Admin Panel of U.S Federal government system C.A.R.S — without credentials.,https://medium.com/@7azimo/hacking-into-admin-panel-of-u-s-federal-government-system-c-a-r-s-without-credentials-9117b865ba58,Hazem Brini (@ImJungsuu),U.S. General Services Administration,"Client-side enforcement of server-side security, Privilege escalation",0.0,2021-12-07,2022-09-15
How I managed to hack User accounts of a billion-dollar sport platform,https://medium.com/@vishnu0002/how-i-managed-to-hack-into-a-billion-dollar-sport-platform-7cc667081229,Vishnuraj,-,"OTP bypass, Bruteforce, Lack of rate limiting",0.0,2021-12-04,2022-09-15
AWS SageMaker Jupyter Notebook Instance Takeover,https://blog.lightspin.io/aws-sagemaker-notebook-takeover-vulnerability,Gafnit Amiga (@gafnitav),AWS,"Self-XSS, CSRF, RCE",0.0,2021-12-02,2022-09-15
A Story of an Epic Blind Remote Code Execution(RCE),https://www.p1boom.com/2021/11/a-story-of-epic-blind-remote-code.html,Akash Solanki (@MAALP1225),-,"RCE, OS command injection",0.0,2021-11-18,2022-09-15
Diving into Open-source LMS Codebases,https://starlabs.sg/blog/2021/11-diving-into-open-source-lms-ccodebases/,Poh Jia Hao (@Chocologicall),"Moodle, Chamilo LMS","Insecure file upload, Insecure deserialization, RCE, CSRF, SQL injection, Reflected XSS",0.0,2021-11-16,2022-09-15
Hacking into (RCE) Government Server operated for the US Department of Energy’s National Nuclear Security Administration.,https://medium.com/@shaheenfazim/hacking-into-rce-government-server-operated-for-the-us-department-of-energys-national-nuclear-8aadc2e7e491,Shaheen Fazim,US Department of Energy,"RCE, OS command injection",0.0,2020-11-16,2022-10-18
WhatsUp Gold Pre-Auth RCE GetFileWithoutZip Primitive (CVE-2024-4885),https://summoning.team/blog/progress-whatsup-gold-rce-cve-2024-4885/,Sina Kheirkhah (@SinSinology),Progress (WhatsUp Gold),"RCE, Path traversal, Security code review",0.0,2024-07-08,2024-07-15
SD-PWN Part 2 — Citrix SD-WAN Center — Another Network Takeover,https://medium.com/realmodelabs/sd-pwn-part-2-citrix-sd-wan-center-another-network-takeover-a9c950a1a27c,Realmode Labs (@RealmodeLabs),Citrix Systems,"RCE, Authentication bypass, Path traversal, OS command injection, Local Privilege Escalation",0.0,2020-11-15,2022-09-15
"Latex to RCE, Private Bug Bounty Program",https://medium.com/bugbountywriteup/latex-to-rce-private-bug-bounty-program-6a0b5b33d26a,Yashar Shahinzadeh (@YShahinzadeh),-,RCE,0.0,2018-07-06,2022-09-15
Amol Baikar (@AmolBaikar),https://www.amolbaikar.com/facebook-source-code-disclosure-in-ads-api/,Amol Baikar (@AmolBaikar),Meta / Facebook,Source code disclosure,0.0,2018-11-26,2022-09-15
Ruby 2.x Universal RCE Deserialization Gadget Chain,https://www.elttam.com/blog/ruby-deserialization/,Luke Jahnke (@lukejahnke),Ruby,"Insecure deserialization, RCE",0.0,2018-11-08,2023-08-08
WordPress Design Flaw Leads to WooCommerce RCE,https://www.sonarsource.com/blog/wordpress-design-flaw-leads-to-woocommerce-rce/,Simon Scannell (@scannell_simon),Automattic (WooCommerce),RCE,0.0,2018-11-05,2022-09-15
Evernote For Windows Read Local File and Command Execute Vulnerabilities,https://paper.seebug.org/737/,TongQing Zhu,Evernote,"Stored XSS, LFI, RCE",0.0,2018-11-05,2022-09-15
Unauthenticated RSFTP to Command Injection,http://codegrazer.com/blog/rsftp-to-command-injection.html,Nicodemo Gawronski,-,"Path traversal, RCE",0.0,2018-11-03,2022-09-15
#BugBounty — How I was able to download the Source Code of India’s Largest Telecom Service Provider including dozens of more popular websites!,https://medium.com/@logicbomb_1/bugbounty-how-i-was-able-to-download-the-source-code-of-indias-largest-telecom-service-52cf5c5640a1,Avinash Jain (@logicbomb_1),-,".git folder disclosure, Source code disclosure",0.0,2018-10-27,2022-09-15
Path traversal while uploading results in RCE,https://blog.harshjaiswal.com/path-traversal-while-uploading-results-in-rce,Harsh Jaiswal (@rootxharsh),-,"Path traversal, RCE",0.0,2018-10-15,2022-09-15
Microsoft Edge Remote Code Execution,https://leucosite.com/Microsoft-Edge-RCE/,Abdulrahman Alqabandi (@Qab),Microsoft,RCE,0.0,2018-10-11,2022-09-15
Apache Struts double evaluation RCE lottery,https://securitylab.github.com/research/apache-struts-double-evaluation/,Man Yue Mo (@mmolgtm),Apache Struts,"RCE, Double OGNL evaluation",0.0,2018-10-04,2022-12-05
GoogleMeetRoulette: Joining random meetings,https://www.martinvigo.com/googlemeetroulette,Martin Vigo (@martin_vigo),Google,"Bruteforce, Logic flaw",0.0,2018-10-04,2022-09-15
#BugBounty — From finding Jenkins instance to Command Execution.Secure your Jenkins Instance!,https://medium.com/@logicbomb_1/bugbounty-from-finding-jenkins-instance-to-command-execution-secure-your-jenkins-instance-9bd1e75c2288,Avinash Jain (@logicbomb_1),-,"RCE, Exposed Jenkins instance",0.0,2018-09-27,2022-09-15
Bucket Monopoly: Breaching AWS Accounts Through Shadow Resources,https://www.aquasec.com/blog/bucket-monopoly-breaching-aws-accounts-through-shadow-resources/,"Yakir Kadkoda, Ofek Itach, Michael Katchinskiy",AWS,"Cloud, RCE, DoS, Account takeover, Information disclosure",0.0,2024-08-09,2024-08-14
Chain The Bugs to Pwn an Organisation ( LFI + Unrestricted File Upload = Remote Code Execution ),https://medium.com/@armaanpathan/chain-the-bugs-to-pwn-an-organisation-lfi-unrestricted-file-upload-remote-code-execution-93dfa78ecce,Armaan Pathan (@armaancrockroax),-,"LFI, Unrestricted file upload, RCE",0.0,2018-09-18,2022-09-15
RCE Unsecure Jenkins Instance | Bug Bounty POC,https://blog.securitybreached.org/2018/09/07/rce-jenkins-instance-dosomething-org-bug-bounty-poc/,Muhammad Khizer Javed (@khizer_javed47),-,"RCE, Exposed Jenkins instance",0.0,2018-09-07,2022-09-15
Simple Login Brute Force / Current Password Requirement Bypass,https://medium.com/@ciph3r7r0ll/simple-login-brute-force-current-password-requirement-bypass-e8f58931e257,Mandeep Jadon (@1337tr0lls),-,"IDOR, Account takeover, Bruteforce",0.0,2018-09-07,2022-09-15
How I could download the source code of an Indian e-commerce website!!,https://medium.com/@aroraminali21/how-i-could-download-the-source-code-of-an-indian-e-commerce-website-30cb8310b6e4,Minali Arora (@AroraMinali),-,"File disclosure, Source code disclosure",0.0,2018-09-05,2022-09-15
Traversing the Path to RCE,https://blog.hawkeyesecurity.com/2018/08/27/traversing-the-path-to-rce/,hawkinsecurity,-,"Path traversal, RCE",0.0,2018-08-27,2022-09-15
Confusion Attacks: Exploiting Hidden Semantic Ambiguity in Apache HTTP Server!,https://blog.orange.tw/2024/08/confusion-attacks-en.html,Orange Tsai (@orange_8361),"Apache HTTP Server, ModSecurity, Redmine","Confusion attack, RCE, XSS, Access control bypass, Authentication bypass, SSRF",0.0,2024-08-09,2024-08-14
How I Chained 4 Bugs(Features?) into RCE on Amazon Collaboration System,http://blog.orange.tw/2018/08/how-i-chained-4-bugs-features-into-rce-on-amazon.html,Orange Tsai (@orange_8361),Amazon,RCE,0.0,2018-08-11,2022-09-15
"How I could access your internal servers, steal and modify your image repository",https://medium.com/@thehackerish/how-i-could-access-your-internal-servers-steal-and-modify-your-image-repository-d477f79b329a,thehackerish (@thehackerish),-,RCE,0.0,2018-07-31,2022-09-15
How i hacked NASA? at NASA VDP,https://medium.com/@momos1337/how-i-hacked-nasa-bug-bounty-6975b833eb45,Fadhli Almunawar,NASA,"RCE, Code injection",0.0,2024-08-10,2024-08-14
"Spip Preauth RCE 2024: Part 1, The Feather",https://thinkloveshare.com/hacking/spip_preauth_rce_2024_part_1_the_feather/,Laluka (@TheLaluka),SPIP,"RCE, Code injection, Security code review",0.0,2024-08-16,2024-08-22
RCE on Yahoo Luminate,https://sites.google.com/securifyinc.com/secblogs/yahoo-luminate-rce,Rojan Rijal (@uraniumhacker),Yahoo! / Verizon Media,RCE,0.0,2018-07-19,2022-09-15
Pwning eBay - How I Dumped eBay Japan's Website Source Code,https://slashcrypto.org/2018/11/28/eBay-source-code-leak/,David (@slashcrypto),Ebay,".git folder disclosure, Source code disclosure",0.0,2018-11-28,2022-09-15
GitHub Desktop RCE (OSX),https://pwning.re/2018/12/04/github-desktop-rce/,André Baptista (@0xacb),GitHub,RCE,0.0,2018-12-04,2022-09-15
RCE in Hubspot with EL injection in HubL,https://www.betterhacker.com/2018/12/rce-in-hubspot-with-el-injection-in-hubl.html,Fyoorer (@ƒyoorer),HubSpot,RCE,0.0,2018-12-07,2022-09-15
Swiss_E-Voting_Publications,https://github.com/setuid0-sec/Swiss_E-Voting_Publications,setuid0 (@_setuid0_),Swiss E-Voting,"XSS, XXE, RCE, Missing authentication, Broken authentication, Hardcoded credentials",0.0,2019-02-21,2022-09-15
Code execution - Evernote,https://www.inputzero.io/2019/04/evernote-cve-2019-10038.html,Dhiraj (@mishradhiraj_),Evernote,"RCE, Path traversal",0.0,2019-04-17,2022-09-15
Dell KACE K1000 Remote Code Execution — the Story of Bug K1–18652,https://www.rcesecurity.com/2019/04/dell-kace-k1000-remote-code-execution-the-story-of-bug-k1-18652/,Julien Ahrens (@MrTuxracer),Dropbox,RCE,0.0,2019-04-09,2022-09-15
How I got a trip to amsterdam through bug bounty,https://ninadmathpati.com/how-i-got-a-trip-to-amsterdam-through-bug-bounty/,Ninad Mathpati (@ninad_mathpati),-,Bruteforce,0.0,2019-04-07,2022-09-15
Exploiting authorization by nonce in WordPress plugins,https://nowotarski.info/wordpress-nonce-authorization/,Bartek Nowotarski,Wordfence,"RCE, Arbitrary file upload, SQL injection, Security code review",0.0,2024-08-05,2024-08-14
FileZilla Untrusted Search Path,https://medium.com/tenable-techblog/filezilla-untrusted-search-path-bc3a7b3ae51e,Chris Lyne (@lynerc),FileZilla (EU-FOSSA 2),RCE,0.0,2019-04-02,2022-09-15
Brute Forcing User IDS via CSRF To Delete all Users with CSRF attack.,https://medium.com/@armaanpathan/brute-forcing-user-ids-via-csrf-to-delete-all-users-with-csrf-attack-216ccd4d832c,Armaan Pathan (@armaancrockroax),-,"CSRF, Bruteforce",0.0,2019-03-12,2022-09-15
